Abyssinian,Cat,Egypt,Medium; males 3.5-5 kg,12-15 years,"Active, playful, and intelligent",Short,"Various colors including ruddy, red, and blue",Minimal grooming,Moderate exercise; enjoys active play,Highly trainable with patience and consistency,"Curious, social, and affectionate",Prone to dental issues and kidney disease,"4,567"
American Bobtail,Cat,United States,Medium; males and females 3.5-5 kg,13-15 years,"Friendly, playful, and intelligent",Short or long,"Various colors including brown, black, and white",Regular grooming,Moderate exercise; enjoys interactive play,Trainable with positive reinforcement,"Lively, affectionate, and good with children",Prone to certain genetic disorders,"3,678"
American Shorthair,Cat,United States,Medium; males 4.5-5.5 kg,15-20 years,"Easygoing, friendly, and adaptable",Short,"Various colors including silver tabby, black, and blue",Minimal grooming,Low to moderate exercise; enjoys playtime,Moderately trainable with patience,"Gentle, affectionate, and good with families",Prone to obesity and dental issues,"4,123"
Balinese,Cat,United States,Medium; males 3.5-5 kg,15-20 years,"Playful, affectionate, and vocal",Long,"Various colors including cream, blue, and sable",Regular grooming,Moderate exercise; enjoys interactive play,Trainable with positive reinforcement,"Lively, affectionate, and good with children",Prone to certain genetic disorders and dental issues,"6,789"
Bengal,Cat,United States,Medium; males 4.5-5.5 kg,12-16 years,"Active, playful, and curious",Short,"Various colors including spotted, marbled, and rosette",Minimal grooming,High exercise; enjoys active play,Trainable with patience and consistency,"Energetic, playful, and intelligent",Prone to certain genetic disorders,"5,234"
Birman,Cat,Myanmar,Medium; males 4-6 kg,12-16 years,"Gentle, affectionate, and playful",Long,"Various colors including blue, seal, and lilac",Regular grooming,Moderate exercise; enjoys playtime,Trainable with positive reinforcement,"Affectionate, social, and good with families",Prone to certain genetic disorders and kidney disease,"7,345"
British Shorthair,Cat,United Kingdom,Large; males 4.5-7 kg,12-20 years,"Calm, easygoing, and friendly",Short,"Various colors including blue, black, and cream",Minimal grooming,Low to moderate exercise; enjoys relaxed play,Moderately trainable with patience,"Gentle, affectionate, and good with children",Prone to obesity and dental issues,"6,456"
Burmese,Cat,Burma,Medium; males 3.5-5 kg,12-16 years,"Affectionate, playful, and intelligent",Short,"Various colors including sable, champagne, and blue",Minimal grooming,Moderate exercise; enjoys interactive play,Trainable with positive reinforcement,"Affectionate, social, and playful",Prone to certain genetic disorders and dental issues,"5,678"
Chartreux,Cat,France,Medium; males 4-6 kg,12-15 years,"Quiet, affectionate, and intelligent",Short,"Various colors including blue, gray, and silver",Minimal grooming,Low to moderate exercise; enjoys playtime,Trainable with patience and positive reinforcement,"Gentle, affectionate, and good with families",Prone to certain genetic disorders and obesity,"4,890"
Cornish Rex,Cat,United Kingdom,Medium; males 3-5 kg,12-15 years,"Playful, affectionate, and active",Short,"Various colors including black, white, and blue",Minimal grooming,High exercise; enjoys active play,Highly trainable with patience and positive reinforcement,"Energetic, playful, and social",Prone to certain genetic disorders and skin issues,"5,456"
Devon Rex,Cat,United Kingdom,Medium; males 3-5 kg,12-15 years,"Playful, affectionate, and curious",Short,"Various colors including black, white, and cream",Minimal grooming,High exercise; enjoys active play,Highly trainable with positive reinforcement,"Lively, affectionate, and social",Prone to certain genetic disorders and skin issues,"6,789"
Egyptian Mau,Cat,Egypt,Medium; males 4-5 kg,12-15 years,"Active, playful, and intelligent",Short,"Various colors including silver, bronze, and smoke",Minimal grooming,Moderate to high exercise; enjoys active play,Trainable with patience and positive reinforcement,"Energetic, affectionate, and social",Prone to certain genetic disorders and dental issues,"7,123"
European Shorthair,Cat,Europe,Medium; males 3.5-5 kg,12-15 years,"Friendly, adaptable, and intelligent",Short,"Various colors including tabby, black, and gray",Minimal grooming,Moderate exercise; enjoys playtime,Moderately trainable with patience,"Gentle, affectionate, and good with families",Prone to obesity and dental issues,"4,567"
Exotic Shorthair,Cat,United States,Medium; males 4-6 kg,12-15 years,"Easygoing, affectionate, and playful",Short,"Various colors including tabby, blue, and cream",Regular grooming,Low to moderate exercise; enjoys relaxed play,Moderately trainable with patience,"Gentle, affectionate, and good with families",Prone to certain genetic disorders and respiratory issues,"5,678"
Havana Brown,Cat,United States,Medium; males 3.5-5 kg,12-15 years,"Affectionate, playful, and curious",Short,"Various colors including brown, sable, and chocolate",Minimal grooming,Moderate exercise; enjoys playtime,Trainable with patience and positive reinforcement,"Lively, affectionate, and social",Prone to certain genetic disorders and dental issues,"5,789"
Himalayan,Cat,United States,Large; males 4.5-6 kg,12-15 years,"Gentle, affectionate, and playful",Long,"Various colors including cream, blue, and lilac",Regular grooming,Low to moderate exercise; enjoys relaxed play,Trainable with patience and positive reinforcement,"Calm, affectionate, and good with families",Prone to certain genetic disorders and respiratory issues,"6,890"
Japanese Bobtail,Cat,Japan,Medium; males 3.5-5 kg,13-15 years,"Playful, affectionate, and intelligent",Short,"Various colors including white, black, and red",Minimal grooming,Moderate exercise; enjoys playtime,Trainable with positive reinforcement,"Lively, affectionate, and good with families",Prone to certain genetic disorders,"4,123"
Khao Manee,Cat,Thailand,Medium; males 3.5-5 kg,12-15 years,"Affectionate, playful, and intelligent",Short,White,Minimal grooming,Moderate exercise; enjoys interactive play,Trainable with positive reinforcement,"Gentle, affectionate, and social",Prone to certain genetic disorders and dental issues,"5,234"
Kurilian Bobtail,Cat,Russia,Medium; males 4-6 kg,12-15 years,"Friendly, playful, and intelligent",Short or long,"Various colors including tabby, white, and black",Regular grooming,Moderate exercise; enjoys interactive play,Moderately trainable with patience,"Lively, affectionate, and good with families",Prone to certain genetic disorders,"6,345"
LaPerm,Cat,United States,Medium; males 3.5-5 kg,12-15 years,"Affectionate, playful, and intelligent",Curly,"Various colors including red, black, and white",Regular grooming,Moderate exercise; enjoys playtime,Trainable with patience and positive reinforcement,"Lively, affectionate, and social",Prone to certain genetic disorders and skin issues,"5,456"
Maine Coon,Cat,United States,Large; males 5-8 kg,12-15 years,"Friendly, playful, and intelligent",Long,"Various colors including tabby, black, and red",Regular grooming,High exercise; enjoys active play,Trainable with patience and consistency,"Gentle, affectionate, and good with families",Prone to certain genetic disorders and obesity,"7,890"
Manx,Cat,Isle of Man,Medium; males 3.5-5 kg,10-14 years,"Gentle, playful, and intelligent",Short or long,"Various colors including black, white, and gray",Minimal grooming,Moderate exercise; enjoys playtime,Trainable with patience and positive reinforcement,"Lively, affectionate, and good with families",Prone to certain genetic disorders and spinal issues,"4,567"
Munchkin,Cat,United States,Small; males 2.5-4 kg,12-15 years,"Playful, affectionate, and intelligent",Short or long,"Various colors including tabby, black, and white",Regular grooming,Moderate exercise; enjoys playtime,Trainable with patience and positive reinforcement,"Curious, social, and affectionate",Prone to certain genetic disorders,"5,678"
Nebelung,Cat,United States,Medium; males 3.5-5 kg,15-20 years,"Gentle, affectionate, and playful",Long,"Various colors including blue, silver, and gray",Regular grooming,Moderate exercise; enjoys playtime,Trainable with patience and positive reinforcement,"Affectionate, social, and good with families",Prone to certain genetic disorders and dental issues,"6,789"
Norwegian Forest Cat,Cat,Norway,Large; males 5-7 kg,12-16 years,"Friendly, playful, and intelligent",Long,"Various colors including tabby, black, and red",Regular grooming,High exercise; enjoys active play,Trainable with patience and positive reinforcement,"Lively, affectionate, and good with families",Prone to certain genetic disorders and obesity,"7,123"
Ocicat,Cat,United States,Medium; males 4-5 kg,12-15 years,"Active, playful, and intelligent",Short,"Various colors including spotted, marbled, and rosette",Minimal grooming,Moderate to high exercise; enjoys active play,Trainable with patience and positive reinforcement,"Energetic, social, and affectionate",Prone to certain genetic disorders,"5,678"
Oriental Shorthair,Cat,United States,Medium; males 3.5-5 kg,12-15 years,"Affectionate, playful, and intelligent",Short,"Various colors including black, white, and red",Minimal grooming,Moderate exercise; enjoys interactive play,Trainable with positive reinforcement,"Lively, affectionate, and social",Prone to certain genetic disorders and dental issues,"6,789"
Persian,Cat,Iran,Large; males 4.5-6 kg,12-15 years,"Gentle, affectionate, and playful",Long,"Various colors including white, black, and red",Regular grooming,Low to moderate exercise; enjoys relaxed play,Trainable with patience and positive reinforcement,"Calm, affectionate, and good with families",Prone to certain genetic disorders and respiratory issues,"7,890"
Ragdoll,Cat,United States,Large; males 4.5-7 kg,12-16 years,"Gentle, affectionate, and playful",Long,"Various colors including blue, seal, and lilac",Regular grooming,Moderate exercise; enjoys interactive play,Trainable with positive reinforcement,"Lively, affectionate, and good with families",Prone to certain genetic disorders and dental issues,"6,456"
Russian Blue,Cat,Russia,Medium; males 3.5-5 kg,15-20 years,"Gentle, intelligent, and reserved",Short,Blue-gray,Minimal grooming,Low to moderate exercise; enjoys relaxed play,Moderately trainable with patience,"Calm, affectionate, and good with families",Prone to certain genetic disorders and dental issues,"5,678"
Savannah,Cat,United States,Medium; males 4-6 kg,12-20 years,"Active, playful, and intelligent",Short,"Various colors including spotted, marbled, and rosette",Minimal grooming,High exercise; enjoys active play,Trainable with patience and consistency,"Energetic, social, and affectionate",Prone to certain genetic disorders,"7,123"
Scottish Fold,Cat,United Kingdom,Medium; males 3.5-5 kg,12-15 years,"Gentle, affectionate, and playful",Short or long,"Various colors including white, black, and tabby",Regular grooming,Low to moderate exercise; enjoys playtime,Trainable with patience and positive reinforcement,"Calm, affectionate, and good with families",Prone to certain genetic disorders,"5,789"
Siberian,Cat,Russia,Large; males 5-7 kg,12-15 years,"Friendly, playful, and intelligent",Long,"Various colors including tabby, black, and red",Regular grooming,Moderate to high exercise; enjoys interactive play,Trainable with patience and positive reinforcement,"Lively, affectionate, and good with families",Prone to certain genetic disorders and obesity,"6,890"
Siamese,Cat,Thailand,Medium; males 3.5-5 kg,12-15 years,"Affectionate, playful, and vocal",Short,"Various colors including seal, blue, and lilac",Minimal grooming,Moderate exercise; enjoys interactive play,Trainable with patience and positive reinforcement,"Lively, social, and affectionate",Prone to certain genetic disorders and dental issues,"5,234"
Singapura,Cat,Singapore,Small; males 2-4 kg,12-15 years,"Playful, affectionate, and intelligent",Short,"Various colors including sepia, champagne, and silver",Minimal grooming,Moderate exercise; enjoys interactive play,Trainable with positive reinforcement,"Lively, social, and affectionate",Prone to certain genetic disorders and dental issues,"5,678"
Somali,Cat,Ethiopia,Medium; males 4-5 kg,12-15 years,"Active, playful, and intelligent",Short,"Various colors including ruddy, red, and blue",Minimal grooming,Moderate exercise; enjoys interactive play,Trainable with patience and positive reinforcement,"Energetic, social, and affectionate",Prone to certain genetic disorders and dental issues,"6,789"
Sphynx,Cat,Canada,Medium; males 3.5-5 kg,12-15 years,"Affectionate, playful, and intelligent",Hairless,"Various colors including black, white, and cream",Minimal grooming,Moderate exercise; enjoys playtime,Trainable with patience and positive reinforcement,"Lively, affectionate, and social",Prone to certain genetic disorders and skin issues,"7,890"
Turkish Angora,Cat,Turkey,Medium; males 3.5-5 kg,12-15 years,"Playful, affectionate, and intelligent",Long,"Various colors including white, black, and red",Regular grooming,Moderate exercise; enjoys interactive play,Trainable with patience and positive reinforcement,"Energetic, social, and affectionate",Prone to certain genetic disorders,"5,234"
Turkish Van,Cat,Turkey,Large; males 4.5-6 kg,12-15 years,"Playful, affectionate, and intelligent",Long,"Various colors including white, red, and cream",Regular grooming,Moderate exercise; enjoys interactive play,Trainable with patience and positive reinforcement,"Lively, affectionate, and good with families",Prone to certain genetic disorders,"6,345"
York Chocolate,Cat,United States,Medium; males 3.5-5 kg,12-15 years,"Gentle, affectionate, and playful",Short,"Various colors including chocolate, black, and lavender",Minimal grooming,Moderate exercise; enjoys playtime,Trainable with patience and positive reinforcement,"Gentle, affectionate, and good with families",Prone to certain genetic disorders,"5,456"
Manx,Cat,Isle of Man,Medium; males 3.5-5 kg,10-14 years,"Gentle, playful, and intelligent",Short or long,"Various colors including black, white, and gray",Minimal grooming,Moderate exercise; enjoys playtime,Trainable with patience and positive reinforcement,"Lively, affectionate, and good with families",Prone to certain genetic disorders and spinal issues,"4,567"
Persian,Cat,Iran,Large; males 4.5-6 kg,12-15 years,"Gentle, affectionate, and playful",Long,"Various colors including white, black, and red",Regular grooming,Low to moderate exercise; enjoys relaxed play,Trainable with patience and positive reinforcement,"Calm, affectionate, and good with families",Prone to certain genetic disorders and respiratory issues,"7,890"
Siberian,Cat,Russia,Large; males 5-7 kg,12-15 years,"Friendly, playful, and intelligent",Long,"Various colors including tabby, black, and red",Regular grooming,Moderate to high exercise; enjoys interactive play,Trainable with patience and positive reinforcement,"Lively, affectionate, and good with families",Prone to certain genetic disorders and obesity,"6,890"
Akita,Dog,Japan,Large; males 40-60 kg,10-15 years,"Loyal, brave, and reserved",Short,"Various colors including white, brindle, and red",Regular grooming,Moderate exercise; enjoys daily walks,Trainable with patience and consistency,"Loyal, protective, and dignified",Prone to hip dysplasia and thyroid issues,"1,200"
Beagle,Dog,United Kingdom,Medium; males 9-11 kg,12-15 years,"Friendly, curious, and merry",Short,"Various colors including tricolor, lemon, and red",Minimal grooming,High exercise; enjoys playtime and walks,Trainable with patience and consistency,"Affectionate, playful, and good with families",Prone to obesity and ear infections,600
Border Collie,Dog,United Kingdom,Medium; males 14-20 kg,12-15 years,"Intelligent, energetic, and hardworking",Short,"Various colors including black and white, blue merle, and red",Regular grooming,High exercise; requires mental stimulation,Highly trainable with positive reinforcement,"Active, intelligent, and loyal",Prone to hip dysplasia and eye issues,800
Boxer,Dog,Germany,Large; males 30-40 kg,10-12 years,"Energetic, playful, and affectionate",Short,"Various colors including brindle, fawn, and white",Minimal grooming,High exercise; enjoys playtime and walks,Trainable with patience and consistency,"Lively, affectionate, and good with families",Prone to heart issues and cancers,"1,000"
Bulldog,Dog,United Kingdom,Medium; males 23-25 kg,8-12 years,"Calm, courageous, and friendly",Short,"Various colors including white, brindle, and red",Minimal grooming,Low exercise; enjoys short walks,Trainable with patience and positive reinforcement,"Gentle, loyal, and good with families",Prone to breathing issues and skin conditions,900
Cocker Spaniel,Dog,United Kingdom,Medium; males 11-14 kg,12-15 years,"Affectionate, gentle, and friendly",Long,"Various colors including black, golden, and brown",Regular grooming,Moderate exercise; enjoys walks and playtime,Trainable with patience and positive reinforcement,"Gentle, playful, and good with families",Prone to ear infections and eye issues,800
Dachshund,Dog,Germany,Small; males 4-6 kg,12-16 years,"Lively, curious, and brave",Short or long,"Various colors including black, tan, and red",Minimal grooming,Moderate exercise; enjoys playtime and short walks,Trainable with patience and consistency,"Affectionate, energetic, and good with families",Prone to back issues and dental problems,700
Doberman Pinscher,Dog,Germany,Large; males 30-40 kg,10-12 years,"Intelligent, loyal, and alert",Short,"Various colors including black and tan, blue and tan, and red and tan",Minimal grooming,High exercise; requires daily activity,Highly trainable with positive reinforcement,"Lively, protective, and good with families",Prone to heart issues and hip dysplasia,"1,200"
German Shepherd,Dog,Germany,Large; males 30-40 kg,9-13 years,"Loyal, intelligent, and courageous",Short,"Various colors including black and tan, sable, and black",Regular grooming,High exercise; enjoys walks and playtime,Highly trainable with positive reinforcement,"Loyal, protective, and good with families",Prone to hip dysplasia and elbow dysplasia,"1,000"
Golden Retriever,Dog,United Kingdom,Large; males 30-34 kg,10-12 years,"Friendly, intelligent, and devoted",Short,"Various colors including golden, cream, and red",Regular grooming,Moderate to high exercise; enjoys walks and playtime,Highly trainable with positive reinforcement,"Affectionate, loyal, and good with families",Prone to hip dysplasia and cancer,"1,200"
Great Dane,Dog,Germany,Very Large; males 50-90 kg,7-10 years,"Gentle, friendly, and courageous",Short,"Various colors including blue, black, and fawn",Minimal grooming,Moderate to high exercise; enjoys walks and playtime,Trainable with patience and positive reinforcement,"Gentle, loyal, and good with families",Prone to bloat and joint issues,"1,500"
Labrador Retriever,Dog,Canada,Large; males 29-36 kg,10-12 years,"Friendly, outgoing, and intelligent",Short,"Various colors including black, yellow, and chocolate",Minimal grooming,High exercise; enjoys walks and playtime,Highly trainable with positive reinforcement,"Affectionate, loyal, and good with families",Prone to obesity and hip dysplasia,"1,000"
Maltese,Dog,Mediterranean,Small; males 3-4 kg,12-15 years,"Affectionate, playful, and gentle",Long,White,Regular grooming,Low to moderate exercise; enjoys playtime,Trainable with patience and positive reinforcement,"Gentle, affectionate, and good with families",Prone to dental issues and skin problems,"1,200"
Poodle,Dog,France,Medium; males 7-10 kg,12-15 years,"Intelligent, active, and alert",Curly,"Various colors including white, black, and apricot",Regular grooming,Moderate to high exercise; enjoys playtime and walks,Highly trainable with positive reinforcement,"Lively, intelligent, and good with families",Prone to certain genetic disorders,"1,000"
Pug,Dog,China,Small; males 6-9 kg,12-15 years,"Friendly, charming, and playful",Short,"Various colors including fawn, black, and silver",Minimal grooming,Low exercise; enjoys short walks and playtime,Trainable with patience and positive reinforcement,"Affectionate, playful, and good with families",Prone to breathing issues and obesity,800
Rottweiler,Dog,Germany,Large; males 40-60 kg,8-10 years,"Loyal, confident, and courageous",Short,Various colors including black and tan,Minimal grooming,Moderate to high exercise; enjoys walks and playtime,Trainable with patience and consistency,"Loyal, protective, and good with families",Prone to hip dysplasia and heart issues,"1,200"
Schnauzer,Dog,Germany,Medium; males 5-8 kg,12-15 years,"Intelligent, alert, and energetic",Short,"Various colors including salt and pepper, black, and white",Minimal grooming,Moderate exercise; enjoys playtime and walks,Trainable with patience and positive reinforcement,"Lively, loyal, and good with families",Prone to certain genetic disorders,900
Shih Tzu,Dog,Tibet,Small; males 4-7 kg,10-16 years,"Affectionate, friendly, and outgoing",Long,"Various colors including white, black, and gold",Regular grooming,Low to moderate exercise; enjoys short walks and playtime,Trainable with patience and positive reinforcement,"Gentle, playful, and good with families",Prone to respiratory issues and eye problems,"1,000"
Siberian Husky,Dog,Russia,Large; males 20-27 kg,12-15 years,"Energetic, friendly, and intelligent",Short,"Various colors including gray, black, and red",Minimal grooming,High exercise; enjoys running and playtime,Trainable with patience and positive reinforcement,"Lively, playful, and good with families",Prone to hip dysplasia and eye issues,"1,200"
Yorkshire Terrier,Dog,United Kingdom,Small; males 2-3 kg,12-15 years,"Affectionate, brave, and energetic",Long,Various colors including blue and tan,Regular grooming,Low to moderate exercise; enjoys playtime,Trainable with patience and positive reinforcement,"Lively, affectionate, and good with families",Prone to dental issues and skin problems,"1,200"
Australian Shepherd,Dog,United States,Medium; males 18-25 kg,12-15 years,"Intelligent, energetic, and loyal",Short or long,"Various colors including blue merle, black, and red",Regular grooming,High exercise; enjoys playtime and running,Highly trainable with positive reinforcement,"Lively, intelligent, and good with families",Prone to hip dysplasia and eye issues,"1,200"
Basset Hound,Dog,France,Medium; males 20-29 kg,10-12 years,"Loyal, gentle, and affectionate",Short,"Various colors including tricolor, lemon, and red",Minimal grooming,Moderate exercise; enjoys walks and playtime,Trainable with patience and positive reinforcement,"Gentle, affectionate, and good with families",Prone to ear infections and obesity,800
Bernese Mountain Dog,Dog,Switzerland,Large; males 35-50 kg,7-10 years,"Gentle, affectionate, and loyal",Long,"Various colors including black, white, and rust",Regular grooming,Moderate exercise; enjoys walks and playtime,Trainable with patience and positive reinforcement,"Gentle, loyal, and good with families",Prone to hip dysplasia and cancer,"1,500"
Bloodhound,Dog,United States,Large; males 36-50 kg,9-11 years,"Friendly, affectionate, and persistent",Short,"Various colors including red, black and tan, and liver",Minimal grooming,High exercise; enjoys running and playtime,Trainable with patience and positive reinforcement,"Loyal, gentle, and good with families",Prone to ear infections and hip dysplasia,"1,000"
Boston Terrier,Dog,United States,Small; males 6-11 kg,11-15 years,"Friendly, lively, and intelligent",Short,"Various colors including black, brindle, and white",Minimal grooming,Low to moderate exercise; enjoys short walks and playtime,Trainable with patience and positive reinforcement,"Affectionate, playful, and good with families",Prone to respiratory issues and eye problems,900
Bull Terrier,Dog,United Kingdom,Medium; males 23-35 kg,10-14 years,"Energetic, playful, and determined",Short,"Various colors including white, black, and brindle",Minimal grooming,Moderate exercise; enjoys playtime and walks,Trainable with patience and consistency,"Lively, energetic, and good with families",Prone to certain genetic disorders and skin issues,"1,000"
Cavalier King Charles Spaniel,Dog,United Kingdom,Small; males 5-8 kg,9-14 years,"Affectionate, gentle, and friendly",Long,"Various colors including blenheim, ruby, and black and tan",Regular grooming,Low to moderate exercise; enjoys playtime and short walks,Trainable with patience and positive reinforcement,"Gentle, affectionate, and good with families",Prone to heart issues and eye problems,"1,200"
Chihuahua,Dog,Mexico,Small; males 1.5-3 kg,12-20 years,"Lively, brave, and affectionate",Short or long,"Various colors including fawn, black, and white",Minimal grooming,Low exercise; enjoys playtime and short walks,Trainable with patience and positive reinforcement,"Lively, affectionate, and good with families",Prone to dental issues and patellar luxation,800
Chinese Crested,Dog,China,Small; males 2-5 kg,10-15 years,"Affectionate, lively, and alert",Hairless or powderpuff,"Various colors including pink, black, and white",Minimal grooming,Low exercise; enjoys short walks and playtime,Trainable with patience and positive reinforcement,"Lively, affectionate, and good with families",Prone to skin issues and dental problems,"1,000"
Chow Chow,Dog,China,Medium; males 20-32 kg,8-12 years,"Loyal, independent, and aloof",Short or long,"Various colors including red, blue, and black",Regular grooming,Moderate exercise; enjoys walks and playtime,Trainable with patience and consistency,"Loyal, dignified, and good with families",Prone to hip dysplasia and eye problems,"1,200"
Collie,Dog,United Kingdom,Large; males 27-45 kg,12-14 years,"Gentle, loyal, and intelligent",Long,"Various colors including sable, merle, and tri-color",Regular grooming,Moderate exercise; enjoys playtime and walks,Trainable with patience and positive reinforcement,"Lively, affectionate, and good with families",Prone to eye issues and hip dysplasia,"1,000"
Dalmatian,Dog,Croatia,Medium; males 20-30 kg,10-13 years,"Energetic, intelligent, and friendly",Short,White with black or liver spots,Minimal grooming,High exercise; enjoys running and playtime,Trainable with patience and positive reinforcement,"Lively, affectionate, and good with families",Prone to deafness and urinary issues,"1,000"
English Setter,Dog,United Kingdom,Large; males 25-36 kg,10-15 years,"Gentle, friendly, and energetic",Long,"Various colors including liver and white, blue and white",Regular grooming,Moderate to high exercise; enjoys running and playtime,Trainable with patience and positive reinforcement,"Gentle, loyal, and good with families",Prone to hip dysplasia and eye issues,"1,000"
Finnish Spitz,Dog,Finland,Medium; males 9-13 kg,12-15 years,"Lively, alert, and friendly",Short,"Various colors including red, gold, and brown",Minimal grooming,Moderate exercise; enjoys playtime and walks,Trainable with patience and positive reinforcement,"Lively, intelligent, and good with families",Prone to certain genetic disorders,800
French Bulldog,Dog,France,Small; males 8-14 kg,10-12 years,"Affectionate, playful, and alert",Short,"Various colors including brindle, fawn, and white",Minimal grooming,Low to moderate exercise; enjoys short walks and playtime,Trainable with patience and positive reinforcement,"Lively, playful, and good with families",Prone to breathing issues and skin problems,"1,200"
German Shorthaired Pointer,Dog,Germany,Large; males 25-32 kg,12-14 years,"Energetic, intelligent, and versatile",Short,"Various colors including liver and white, black and white",Minimal grooming,High exercise; enjoys running and playtime,Highly trainable with positive reinforcement,"Lively, intelligent, and good with families",Prone to hip dysplasia and eye issues,"1,000"
Giant Schnauzer,Dog,Germany,Large; males 35-50 kg,10-12 years,"Loyal, intelligent, and confident",Short,"Various colors including black, salt and pepper",Minimal grooming,Moderate to high exercise; enjoys playtime and walks,Trainable with patience and positive reinforcement,"Lively, protective, and good with families",Prone to certain genetic disorders,"1,200"
Goldador,Dog,United States,Large; males 30-36 kg,10-15 years,"Friendly, intelligent, and outgoing",Short,"Various colors including golden, black, and chocolate",Minimal grooming,High exercise; enjoys playtime and walks,Highly trainable with positive reinforcement,"Lively, affectionate, and good with families",Prone to obesity and hip dysplasia,"1,000"
Gordon Setter,Dog,United Kingdom,Large; males 25-36 kg,10-12 years,"Gentle, friendly, and energetic",Long,Various colors including black and tan,Regular grooming,Moderate to high exercise; enjoys running and playtime,Trainable with patience and positive reinforcement,"Gentle, loyal, and good with families",Prone to hip dysplasia and eye issues,"1,000"
Greyhound,Dog,Egypt,Large; males 27-40 kg,10-14 years,"Gentle, friendly, and intelligent",Short,"Various colors including black, fawn, and white",Minimal grooming,Moderate exercise; enjoys short runs and playtime,Trainable with patience and positive reinforcement,"Gentle, affectionate, and good with families",Prone to bloat and joint issues,"1,000"
Irish Setter,Dog,Ireland,Large; males 27-32 kg,12-15 years,"Friendly, energetic, and intelligent",Long,"Various colors including chestnut, mahogany",Regular grooming,Moderate to high exercise; enjoys running and playtime,Trainable with patience and positive reinforcement,"Lively, affectionate, and good with families",Prone to hip dysplasia and eye issues,"1,200"
Irish Terrier,Dog,Ireland,Medium; males 11-13 kg,12-15 years,"Brave, affectionate, and energetic",Short,"Various colors including red, grizzle and tan",Minimal grooming,Moderate exercise; enjoys playtime and walks,Trainable with patience and positive reinforcement,"Lively, intelligent, and good with families",Prone to certain genetic disorders,900
